TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
KRSA3;8,87;;-2,79;0,96;0,14;19,15;11,05;-10,86;2,74;14,07;11,33;3,95;0,30;1,10;-0,20;1,84;-34,27;-5,12;6,41;0,15;0,83;0,47;38,69;;0,00;9,28;-3,18;-0,04;685.959.729,22
MATD3;4,29;1,75;-4,04;1,00;0,33;29,00;-17,67;-16,83;-3,85;-5,85;-2,01;0,52;0,68;1,45;-0,51;2,95;-24,80;-8,24;-26,14;0,33;0,66;0,49;24,89;;845.500,43;4,29;-1,06;0,01;1.456.146.227,25
NRTQ3;0,00;;0,00;0,00;0,00;27,60;9,33;3,53;0,00;3,18;3,18;0,29;0,00;0,00;0,00;4,62;3,50;2,19;4,71;0,62;0,38;0,62;7,47;-12,02;;20,02;0,70;0,00;0,00
ODPV3;11,31;8,07;10,98;4,52;2,76;36,46;31,61;24,29;8,44;7,76;-0,68;-0,36;2,67;-55,21;-3,82;0,85;41,21;25,15;23,16;0,61;0,39;1,04;4,75;14,57;15.426.575,00;2,50;1,03;1,30;6.173.283.984,66
OFSA3;22,26;3,27;9,72;1,89;0,95;50,58;81,96;11,92;1,41;1,65;0,24;0,31;1,16;2,54;-2,44;2,56;19,44;9,75;82,39;0,50;0,50;0,82;10,59;21,70;117.912,52;11,78;2,29;-0,02;1.200.904.873,56
ONCO3;5,41;;-4,40;1,18;0,33;31,79;-3,68;-12,81;-15,29;-31,86;-16,56;1,27;0,56;1,88;-0,53;1,81;-26,78;-7,41;-4,41;0,28;0,70;0,58;;;9.026.222,10;4,60;-1,23;0,01;3.526.001.653,33
PARD3;20,25;;36,76;5,30;2,10;26,45;13,31;6,98;19,27;19,93;0,66;0,18;2,57;-54,06;-3,28;0,90;14,42;5,70;13,10;0,40;0,60;0,82;13,44;2,56;;3,82;0,55;-1,04;5.403.493.010,25
PFRM3;8,02;7,28;7,97;0,76;0,17;14,98;2,87;1,17;3,27;5,51;2,24;0,52;0,09;1,08;-0,62;1,28;9,47;2,15;11,91;0,23;0,72;1,83;16,16;59,73;1.238.406,19;10,62;1,01;0,13;992.978.439,46
PGMN3;3,38;7,48;19,46;0,77;0,24;31,71;4,79;0,82;3,35;5,40;2,06;0,48;0,16;1,65;-0,49;1,41;3,97;1,25;12,47;0,31;0,69;1,51;14,51;;2.101.573,33;4,37;0,17;0,27;2.104.633.847,68
PNVL3;9,09;4,00;14,03;1,10;0,43;31,73;3,99;1,96;6,89;12,03;5,13;0,82;0,27;1,61;-0,99;1,90;7,82;3,07;6,97;0,39;0,61;1,57;12,65;4,88;2.604.892,24;8,28;0,65;-1,40;1.366.931.302,29
PNVL4;18,62;;28,74;2,25;0,88;31,73;3,99;1,96;14,12;12,03;5,13;0,82;0,56;3,30;-2,02;1,90;7,82;3,07;6,97;0,39;0,61;1,57;12,65;4,88;;8,28;0,65;-2,88;1.366.931.302,29
QUAL3;1,68;0,33;126,66;0,37;0,11;84,39;11,21;0,24;2,75;7,77;5,02;0,67;0,31;3,46;-0,18;1,08;0,29;0,09;4,74;0,29;0,70;0,35;-4,63;-60,52;2.241.981,05;4,57;0,01;-1,21;477.144.066,00
RADL3;13,57;3,00;19,82;3,59;1,03;29,58;5,79;2,95;10,12;11,29;1,17;0,42;0,59;6,94;-2,45;1,34;18,13;5,20;20,13;0,29;0,71;1,76;17,22;8,78;125.098.762,05;3,78;0,68;1,66;23.313.357.704,00
RDOR3;32,87;2,26;18,43;3,01;0,72;19,38;15,50;7,95;9,45;9,18;-0,27;-0,09;1,47;2,19;-1,46;2,87;16,33;3,91;10,81;0,24;0,74;0,49;30,58;28,46;129.208.615,48;10,92;1,78;0,31;75.249.047.433,30
VVEO3;1,12;;-0,24;0,19;0,04;11,32;-7,54;-12,95;-0,42;-3,77;-3,35;1,55;0,03;0,15;-0,09;1,85;-79,07;-15,77;-18,67;0,20;0,80;1,22;30,99;;553.243,76;5,79;-4,58;0,00;361.559.080,96
