TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
LWSA3;4,46;1,16;-9,23;1,04;0,70;46,91;-20,50;-18,67;-8,41;-7,41;1,00;-0,12;1,72;10,17;-1,10;1,24;-11,26;-7,63;-20,49;0,68;0,32;0,41;28,85;;14.352.981,48;4,29;-0,48;0,00;2.535.783.621,00
MLAS3;1,38;;-22,00;0,37;0,21;24,38;2,18;-1,38;13,96;14,34;0,38;0,01;0,30;0,62;-0,70;1,99;-1,70;-0,97;0,77;0,57;0,43;0,70;12,16;;2.220.595,90;3,70;-0,06;0,25;1.132.344.130,50
MOSI3;8,24;;2,17;0,14;0,02;0,00;0,00;3,42;;;;0,00;0,07;;-0,02;;6,38;0,74;;0,12;0,88;0,22;;;;59,43;3,79;0,17;1.043.149.227,20
NGRD3;25,01;;-11,60;0,52;0,39;59,18;-8,15;-7,15;-10,18;-5,28;4,90;-0,25;0,83;1,72;-0,61;2,83;-4,44;-3,40;-5,73;0,77;0,23;0,48;5,77;;368.866,81;48,55;-2,16;-0,18;228.615.009,44
POSI3;4,45;6,15;-1.593,46;0,40;0,14;25,60;6,45;-0,01;2,86;5,30;2,44;0,34;0,18;0,53;-0,42;1,69;-0,02;-0,01;6,90;0,36;0,64;0,77;14,00;;4.486.315,00;11,26;0,00;15,91;631.010.000,00
QUSW3;0,00;;0,00;0,00;0,00;86,20;48,58;34,42;0,00;1,16;1,16;0,38;0,00;0,00;0,00;1,09;23,38;9,48;13,54;0,41;0,59;0,28;-12,03;66,13;;138,25;32,33;0,00;0,00
SQIA3;27,37;;-110,33;3,70;1,49;42,19;6,45;-3,26;55,72;60,18;4,46;0,30;3,59;25,87;-1,84;1,43;-3,35;-1,35;2,68;0,40;0,58;0,41;35,51;;;7,40;-0,25;0,62;2.406.971.773,64
TOTS3;45,43;1,34;33,55;5,36;2,95;70,18;18,29;13,84;25,40;25,09;-0,30;-0,06;4,64;15,08;-4,48;2,35;15,99;8,80;12,04;0,55;0,41;0,64;18,01;31,07;138.720.064,52;8,47;1,35;1,35;27.230.813.824,83
TRAD3;4,01;;-3,24;0,88;0,74;20,97;-184,77;-157,57;-2,77;-2,33;0,44;-0,14;5,11;1,64;-1,49;9,31;-27,03;-22,78;-28,96;0,84;0,06;0,14;54,39;;127.584,10;4,58;-1,24;0,04;160.484.286,19
WDCN3;2,77;6,86;-254,77;0,27;0,12;26,99;5,58;-0,08;3,58;-0,60;-4,17;-0,32;0,20;0,53;-0,24;1,84;-0,11;-0,05;5,49;0,44;0,55;0,61;10,59;;69.143,39;10,13;-0,01;2,35;175.788.252,51
