TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
PINE4;11,93;5,39;9,17;2,17;0,09;20,37;5,51;5,44;9,06;8,78;;;0,50;-1,36;-0,09;0,11;23,67;1,01;;0,04;0,96;0,19;25,71;;3.499.265,86;5,50;1,30;0,05;2.624.766.783,51
PPAR3;14,60;96,37;1,05;0,05;0,03;;;;0,97;-0,88;-1,85;-0,09;;0,51;-0,04;80,81;4,38;3,14;3,76;0,72;0,28;0,00;;35,18;;316,81;13,88;0,04;2.160.800,00
PPAR4;0,00;;0,00;0,00;0,00;;;;0,00;-0,88;-1,85;-0,09;;0,00;0,00;80,81;4,38;3,14;3,76;0,72;0,28;0,00;;35,18;;316,81;13,88;0,00;2.160.800,00
PPLA11;0,78;;0,37;219,54;2,68;;;;0,37;0,37;0,00;0,00;;;-219,54;1,00;59.960,00;732,11;59.960,00;0,01;0,99;0,00;;;293,45;0,00;2,13;0,00;2.195.439,48
PSSA3;49,18;5,04;9,90;2,13;0,60;100,00;8,32;8,35;9,93;5,83;-4,09;-0,88;0,83;4,82;-1,49;1,26;21,54;6,02;11,95;0,28;0,72;0,72;14,28;18,43;91.794.135,57;23,07;4,97;0,48;31.799.102.430,80
QVQP3B;0,28;;-63.883,56;100.388,46;100.388,46;;;;-59.384,72;-59.384,16;0,56;-0,94;;100.388,46;;;-157,14;-157,14;-169,05;1,00;0,00;0,00;;;0,00;0,00;0,00;-20.442,74;8.432.630.320,52
RPAD3;4,93;0,19;25,95;0,42;0,41;;;;80,70;74,06;-25,11;-0,13;;3,29;-0,47;20,16;1,60;1,58;0,03;0,99;0,01;0,00;;-17,01;0,00;11,87;0,19;-0,22;513.000.059,56
RPAD5;7,40;8,36;38,94;0,62;0,62;;;;121,14;74,06;-25,11;-0,13;;4,94;-0,71;20,16;1,60;1,58;0,03;0,99;0,01;0,00;;-17,01;4.864,71;11,87;0,19;-0,32;513.000.059,56
RPAD6;4,75;0,20;25,00;0,40;0,39;;;;77,76;74,06;-25,11;-0,13;;3,17;-0,45;20,16;1,60;1,58;0,03;0,99;0,01;0,00;;-17,01;896,00;11,87;0,19;-0,21;513.000.059,56
SANB11;31,76;5,91;10,26;0,96;0,09;37,88;10,10;7,42;7,53;7,53;;;0,76;-0,16;-0,10;0,03;9,37;0,92;;0,10;0,90;0,12;13,50;-6,94;88.681.340,43;33,03;3,10;5,61;119.076.673.089,88
SANB3;15,56;5,74;10,05;0,94;0,09;37,88;10,10;7,42;7,38;7,53;;;0,75;-0,15;-0,09;0,03;9,37;0,92;;0,10;0,90;0,12;13,50;-6,94;1.059.047,57;16,52;1,55;5,49;119.076.673.089,88
SANB4;16,29;6,03;10,52;0,99;0,10;37,88;10,10;7,42;7,73;7,53;;;0,78;-0,16;-0,10;0,03;9,37;0,92;;0,10;0,90;0,12;13,50;-6,94;1.690.745,24;16,52;1,55;5,75;119.076.673.089,88
SCAR3;13,41;65,96;-12,66;0,51;0,27;40,14;18,07;-15,41;10,80;21,20;10,41;0,50;1,95;1,51;-0,36;3,30;-4,06;-2,13;1,75;0,52;0,47;0,14;6,45;;8.764.560,76;26,06;-1,06;0,10;774.257.447,79
SIMH3;5,68;1,24;-7,76;1,57;0,06;26,19;16,34;-1,48;0,70;7,04;6,34;14,23;0,11;0,64;-0,09;1,37;-20,27;-0,76;10,91;0,04;0,93;0,51;33,49;;38.005.149,38;3,61;-0,73;-0,08;4.958.870.227,44
SPRT3B;76,40;;-1.741,06;3.849,08;3.749,56;;;;-1.739,00;-1.738,54;0,46;-1,02;;3.849,08;;38,68;-221,08;-215,36;-221,34;0,97;0,03;0,00;;;;0,02;-0,04;-47,21;370.531.748,80
SULA11;20,76;;48,73;1,06;0,29;4,25;-3,34;0,83;-12,06;7,41;19,47;-1,71;0,40;0,79;-0,85;2,29;2,17;0,60;-9,49;0,28;0,72;0,73;4,58;-23,56;313.020.093,00;19,64;0,43;-0,88;8.840.533.965,20
SULA3;7,43;;52,32;1,13;0,31;4,25;-3,34;0,83;-12,95;7,41;19,47;-1,71;0,43;0,85;-0,91;2,29;2,17;0,60;-9,49;0,28;0,72;0,73;4,58;-23,56;;6,55;0,14;-0,95;8.840.533.965,20
SULA4;7,63;;53,73;1,17;0,32;4,25;-3,34;0,83;-13,30;7,41;19,47;-1,71;0,44;0,88;-0,93;2,29;2,17;0,60;-9,49;0,28;0,72;0,73;4,58;-23,56;;6,55;0,14;-0,97;8.840.533.965,20
SYNE3;4,89;17,95;6,31;1,02;0,32;53,31;54,54;36,60;4,24;5,13;0,89;0,21;2,31;6,14;-0,37;1,51;16,18;5,01;6,52;0,31;0,40;0,14;23,59;29,23;4.088.661,62;4,79;0,77;-0,08;746.431.336,05
WIZC3;8,41;2,98;7,08;1,93;0,56;61,91;45,18;13,92;2,18;2,32;0,14;0,13;0,98;35,48;-0,73;1,07;27,23;7,87;24,72;0,29;0,46;0,57;13,02;-2,34;3.200.130,90;4,36;1,19;1,23;1.344.820.241,62
